,Age,Gender,Education Level,Job Title,Years of Experience,Salary
0,32.0,Male,Bachelor's Degree ,Software Engineer,5.0,90000.0
2972,32.0,Male,Bachelor's Degree ,Senior Software Engineer,7.0,106218.0
77,32.0,Male,Master's Degree ,Senior Software Engineer,6.0,100000.0
1210,32.0,Male,Bachelor's Degree ,Back end Developer,4.0,95000.0
1980,32.0,Female,Master's Degree ,Full Stack Engineer,6.0,115000.0
752,32.0,Male,Bachelor's Degree ,Software Engineer,8.0,190000.0
235,32.0,Male,Bachelor's Degree ,Junior Sales Representative,3.0,45000.0
3245,32.0,Male,Master's Degree ,Product Manager,7.0,110000.0
1196,32.0,Male,Bachelor's Degree ,Software Engineer,10.0,190000.0
2498,32.0,Male,Master's Degree ,Senior Project Engineer,11.0,128078.0
1186,32.0,Female,Bachelor's Degree ,Data Scientist,9.0,185000.0
2531,32.0,Male,Bachelor's Degree ,Software Engineer Manager,9.0,104661.0
1218,32.0,Male,Bachelor's Degree ,Full Stack Engineer,5.0,115000.0
2634,32.0,Female,Master's Degree ,Full Stack Engineer,8.0,123781.0
609,32.0,Female,PhD,Data Scientist,10.0,193000.0
271,32.0,Female,Bachelor's Degree ,Junior Marketing Manager,4.0,60000.0
1276,32.0,Male,Bachelor's Degree ,Full Stack Engineer,5.0,120000.0
1265,32.0,Female,Master's Degree ,Full Stack Engineer,5.0,120000.0
2582,32.0,Male,Master's Degree ,Senior Project Engineer,8.0,121454.0
689,32.0,Female,PhD,Data Scientist,9.0,195000.0
2947,32.0,Male,Master's Degree ,Senior Project Engineer,8.0,122354.0
1055,32.0,Male,Bachelor's Degree ,Software Engineer,8.0,180000.0
3138,32.0,Female,Master's Degree ,Product Manager,5.0,100000.0
128,32.0,Female,Bachelor's Degree ,Marketing Coordinator,4.0,50000.0
156,32.0,Female,Bachelor's Degree ,Junior Financial Analyst,5.0,50000.0
2199,32.0,Male,Master's Degree ,Back end Developer,7.0,120000.0
958,32.0,Male,Bachelor's Degree ,Data Scientist,8.0,180000.0
944,32.0,Male,Bachelor's Degree ,Data Analyst,5.0,135000.0
113,32.0,Male,Master's Degree ,Senior Business Analyst,6.0,90000.0
198,32.0,Female,Bachelor's Degree ,Junior Account Manager,5.0,55000.0
1362,32.0,Male,Master's Degree ,Back end Developer,6.0,130000.0
400,32.0,Male,Bachelor's Degree ,Product Manager,7.0,170000.0
289,32.0,Male,Bachelor's Degree ,Junior Product Manager,4.0,65000.0
1737,32.0,Male,Bachelor's Degree ,Front end Developer,6.0,110000.0
2679,32.0,Female,Master's Degree ,Product Manager,7.0,120000.0
321,32.0,Male,Bachelor's Degree ,Junior Financial Advisor,4.0,65000.0
1412,32.0,Male,Master's Degree ,Full Stack Engineer,6.0,120000.0
3400,32.0,Female,Master's Degree ,Senior HR Generalist,7.0,80000.0
327,32.0,Male,Bachelor's Degree ,Junior Marketing Coordinator,3.0,55000.0
1532,32.0,Male,Master's Degree ,Full Stack Engineer,7.0,135000.0
1314,32.0,Female,Master's Degree ,Full Stack Engineer,6.0,130000.0
46,32.0,Male,Bachelor's Degree ,Account Manager,5.0,75000.0
2651,32.0,Male,Master's Degree ,Senior Project Engineer,9.0,126916.0
3848,33.0,Female,Bachelor's Degree ,Human Resources Manager,6.0,75000.0
429,33.0,Male,PhD,Data Scientist,8.0,190000.0
4715,33.0,Male,Master's Degree ,Senior Data Scientist,8.0,120000.0
5967,33.0,Female,Master's Degree ,Marketing Manager,9.0,130000.0
899,33.0,Female,Master's Degree ,Product Manager,11.0,198000.0
4175,33.0,Male,Bachelor's Degree ,Operations Manager,7.0,96000.0
972,33.0,Male,Master's Degree ,Product Manager,11.0,195000.0
6139,33.0,Female,Master's Degree ,Product Manager,8.0,135000.0
3905,33.0,Male,Bachelor's Degree ,Operations Manager,7.0,85000.0
3040,33.0,Female,Master's Degree ,Senior Project Engineer,10.0,113334.0
4851,33.0,Female,Master's Degree ,Senior Software Engineer,8.0,105000.0
339,33.0,Male,Bachelor's Degree ,Junior Marketing Specialist,5.0,70000.0
962,33.0,Female,Master's Degree ,Product Manager,11.0,190000.0
2405,33.0,Female,Master's Degree ,Senior Project Engineer,9.0,126753.0
2821,33.0,Female,Master's Degree ,Full Stack Engineer,8.0,122970.0
6190,33.0,Female,Master's Degree ,Marketing Manager,9.0,135000.0
978,33.0,Female,Master's Degree ,Product Manager,11.0,195000.0
313,33.0,Male,Bachelor's Degree ,Junior Business Analyst,4.0,60000.0
2235,33.0,Female,Bachelor's Degree ,Full Stack Engineer,7.0,130000.0
3030,33.0,Female,Bachelor's Degree ,Full Stack Engineer,8.0,124071.0
3102,33.0,Male,Bachelor's Degree ,Front end Developer,9.0,117904.0
2240,33.0,Female,Bachelor's Degree ,Full Stack Engineer,6.0,115000.0
2407,33.0,Male,Master's Degree ,Senior Software Engineer,8.0,139817.0
357,33.0,Male,Bachelor's Degree ,Junior Product Manager,4.0,60000.0
2252,33.0,Female,Master's Degree ,Data Analyst,7.0,95000.0
2844,33.0,Female,Master's Degree ,Full Stack Engineer,9.0,136986.0
157,33.0,Male,Master's Degree ,Senior Operations Manager,7.0,115000.0
2261,33.0,Male,Master's Degree ,Data Analyst,8.0,100000.0
953,33.0,Male,Bachelor's Degree ,Data Analyst,7.0,142000.0
6459,33.0,Female,High School,Sales Executive,4.0,55000.0
186,33.0,Female,Master's Degree ,Senior Financial Analyst,6.0,95000.0
2813,33.0,Female,Master's Degree ,Front end Developer,9.0,119918.0
2869,33.0,Female,Master's Degree ,Full Stack Engineer,9.0,135596.0
3090,33.0,Female,Master's Degree ,Back end Developer,9.0,124141.0
2642,33.0,Male,Master's Degree ,Senior Project Engineer,10.0,117314.0
6313,33.0,Female,PhD,Senior Product Marketing Manager,5.0,70000.0
2662,33.0,Male,Bachelor's Degree ,Product Manager,8.0,130000.0
4538,33.0,Male,Master's Degree ,Web Developer,6.0,80000.0
683,33.0,Female,Master's Degree ,Product Manager,10.0,195000.0
4546,33.0,Male,PhD,Director of HR,8.0,95000.0
2575,33.0,Female,Master's Degree ,Full Stack Engineer,8.0,122581.0
4098,33.0,Female,Bachelor's Degree ,Human Resources Manager,8.0,95000.0
2567,33.0,Female,Master's Degree ,Front end Developer,10.0,119419.0
4559,33.0,Female,Bachelor's Degree ,Junior HR Generalist,7.0,65000.0
6327,33.0,Female,PhD,Financial Manager,5.0,70000.0
706,33.0,Male,Master's Degree ,Product Manager,11.0,198000.0
2672,33.0,Female,Master's Degree ,Data Analyst,8.0,100000.0
2556,33.0,Female,Master's Degree ,Senior Project Engineer,10.0,112439.0
6336,33.0,Female,Master's Degree ,Content Marketing Manager,6.0,75000.0
6292,33.0,Male,Bachelor's Degree ,Junior Sales Representative,4.0,55000.0
2644,33.0,Female,Master's Degree ,Full Stack Engineer,11.0,129686.0
268,33.0,Male,Bachelor's Degree ,Junior Operations Manager,4.0,60000.0
2656,33.0,Male,Master's Degree ,Data Analyst,8.0,120000.0
2598,33.0,Female,Master's Degree ,Full Stack Engineer,9.0,136533.0
2546,33.0,Female,Bachelor's Degree ,Full Stack Engineer,9.0,133326.0
222,33.0,Male,Bachelor's Degree ,Senior Product Development Manager,7.0,100000.0
815,33.0,Female,Master's Degree ,Product Manager,11.0,196000.0
304,33.0,Female,Bachelor's Degree ,Junior Marketing Manager,5.0,70000.0
4144,33.0,Female,Master's Degree ,Software Developer,8.0,95000.0
227,33.0,Female,Bachelor's Degree ,Junior Operations Manager,5.0,70000.0
4393,33.0,Male,High School,Junior Sales Associate,1.0,25000.0
6266,33.0,Male,Master's Degree ,Content Marketing Manager,5.0,70000.0
238,33.0,Female,Bachelor's Degree ,Junior Operations Analyst,5.0,70000.0
6352,33.0,Female,PhD,Financial Manager,6.0,75000.0
6012,33.0,Female,Master's Degree ,Software Engineer,8.0,120000.0
295,33.0,Male,Bachelor's Degree ,Junior Financial Analyst,4.0,60000.0
3611,33.0,Male,Bachelor's Degree ,Web Developer,5.0,70000.0
5160,33.0,Male,Bachelor's Degree ,Marketing Manager,7.0,110000.0
1242,33.0,Female,Bachelor's Degree ,Front end Developer,5.0,105000.0
1895,33.0,Female,Master's Degree ,Full Stack Engineer,6.0,115000.0
6611,33.0,Female,Bachelor's Degree ,Content Marketing Manager,7.0,90000.0
6597,33.0,Female,Bachelor's Degree ,Sales Director,7.0,90000.0
5768,33.0,Female,Master's Degree ,Marketing Manager,8.0,120000.0
1283,33.0,Male,Master's Degree ,Back end Developer,6.0,130000.0
5757,33.0,Male,Master's Degree ,Software Engineer,9.0,120000.0
51,33.0,Male,Master's Degree ,Business Intelligence Analyst,7.0,85000.0
6625,33.0,Female,Bachelor's Degree ,Director of Marketing,8.0,80000.0
70,33.0,Male,Bachelor's Degree ,Web Developer,6.0,65000.0
94,33.0,Male,Bachelor's Degree ,Business Analyst,7.0,75000.0
5043,33.0,Male,PhD,Sales Director,10.0,155000.0
1182,33.0,Male,Master's Degree ,Data Scientist,10.0,195000.0
3670,33.0,Male,Bachelor's Degree ,Operations Manager,6.0,75000.0
1203,33.0,Female,Master's Degree ,Back end Developer,5.0,110000.0
5252,33.0,Male,Bachelor's Degree ,Project Manager,8.0,120000.0
5260,33.0,Male,PhD,Research Scientist,10.0,150000.0
1652,33.0,Male,Bachelor's Degree ,Full Stack Engineer,7.0,130000.0
1425,33.0,Female,Master's Degree ,Full Stack Engineer,5.0,120000.0
5437,33.0,Male,Bachelor's Degree ,Marketing Manager,9.0,130000.0
3412,33.0,Female,Bachelor's Degree ,Web Developer,5.0,70000.0
1441,33.0,Male,Master's Degree ,Full Stack Engineer,6.0,130000.0
16,33.0,Female,Master's Degree ,Marketing Manager,7.0,90000.0
5499,33.0,Male,Master's Degree ,Marketing Manager,9.0,130000.0
3435,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0
3389,33.0,Male,PhD,Director of HR,9.0,120000.0
1673,33.0,Male,Bachelor's Degree ,Front end Developer,6.0,110000.0
29,33.0,Male,Master's Degree ,Product Designer,6.0,90000.0
3129,33.0,Female,Master's Degree ,Front end Developer,9.0,121432.0
122,33.0,Female,Bachelor's Degree ,Junior Operations Analyst,5.0,50000.0
3140,33.0,Female,Master's Degree ,Data Analyst,6.0,90000.0
142,33.0,Male,Bachelor's Degree ,Junior Software Developer,5.0,50000.0
103,33.0,Male,Bachelor's Degree ,Junior Web Developer,5.0,50000.0
3115,33.0,Female,Master's Degree ,Front end Developer,9.0,121120.0
5007,33.0,Female,Bachelor's Degree ,Marketing Manager,9.0,140000.0
5880,33.0,Male,Master's Degree ,Software Engineer,8.0,120000.0
1528,34.0,Male,Bachelor's Degree ,Front end Developer,5.0,95000.0
5368,34.0,Male,Bachelor's Degree ,Marketing Manager,9.0,130000.0
2711,34.0,Male,Master's Degree ,Data Scientist,9.0,140000.0
4866,34.0,Male,Master's Degree ,Senior Data Scientist,9.0,125000.0
497,34.0,Male,Bachelor's Degree ,Product Manager,9.0,185000.0
990,34.0,Female,Master's Degree ,Product Manager,12.0,190000.0
2718,34.0,Male,Master's Degree ,Data Analyst,8.0,100000.0
6113,34.0,Male,PhD,Research Director,12.0,170000.0
4374,34.0,Male,Bachelor's Degree ,Operations Manager,8.0,101000.0
4253,34.0,Female,Bachelor's Degree ,Human Resources Manager,9.0,99000.0
5507,34.0,Male,PhD,Research Director,11.0,170000.0
4917,34.0,Male,PhD,Director of Marketing,12.0,170000.0
4425,34.0,Male,Bachelor's Degree ,Operations Manager,8.0,104000.0
5684,34.0,Male,PhD,Research Director,11.0,160000.0
529,34.0,Female,Master's Degree ,Product Manager,12.0,196000.0
2233,34.0,Male,Master's Degree ,Back end Developer,8.0,140000.0
361,34.0,Male,Bachelor's Degree ,Senior Operations Coordinator,7.0,90000.0
5426,34.0,Female,PhD,Research Director,11.0,160000.0
2202,34.0,Male,Master's Degree ,Front end Developer,9.0,150000.0
2785,34.0,Male,Bachelor's Degree ,Back end Developer,10.0,126520.0
1538,34.0,Male,Bachelor's Degree ,Back end Developer,6.0,120000.0
5634,34.0,Female,PhD,Research Director,12.0,170000.0
2474,34.0,Female,Master's Degree ,Full Stack Engineer,10.0,163398.0
2677,34.0,Female,Master's Degree ,Data Scientist,9.0,140000.0
2533,34.0,Male,Bachelor's Degree ,Back end Developer,10.0,94502.0
1132,34.0,Male,Bachelor's Degree ,Software Engineer,12.0,195000.0
2539,34.0,Male,Bachelor's Degree ,Back end Developer,10.0,126593.0
4586,34.0,Male,Bachelor's Degree ,Web Developer,7.0,85000.0
4579,34.0,Female,Master's Degree ,Director of HR,9.0,95000.0
4566,34.0,Male,Master's Degree ,Web Developer,8.0,90000.0
710,34.0,Male,Master's Degree ,Product Manager,12.0,196000.0
5143,34.0,Female,PhD,Research Director,10.0,150000.0
4562,34.0,Male,PhD,Director of HR,9.0,95000.0
2404,34.0,Male,Master's Degree ,Full Stack Engineer,12.0,160976.0
4596,34.0,Male,Master's Degree ,Director of HR,10.0,105000.0
2455,34.0,Female,Bachelor's Degree ,Full Stack Engineer,8.0,122485.0
6007,34.0,Male,Master's Degree ,Software Engineer,9.0,125000.0
687,34.0,Female,Master's Degree ,Product Manager,11.0,196000.0
1317,34.0,Male,Master's Degree ,Full Stack Engineer,7.0,140000.0
1774,34.0,Female,Master's Degree ,Full Stack Engineer,7.0,130000.0
1901,34.0,Female,Bachelor's Degree ,Full Stack Engineer,7.0,130000.0
1251,34.0,Male,Master's Degree ,Back end Developer,6.0,125000.0
1291,34.0,Male,Master's Degree ,Full Stack Engineer,6.0,125000.0
3441,34.0,Male,Bachelor's Degree ,Web Developer,4.0,65000.0
3738,34.0,Female,Bachelor's Degree ,Human Resources Manager,6.0,75000.0
256,34.0,Female,Master's Degree ,Senior Financial Advisor,6.0,100000.0
2968,34.0,Male,Master's Degree ,Software Engineer Manager,9.0,146075.0
316,34.0,Female,Master's Degree ,Senior Financial Advisor,6.0,80000.0
3145,34.0,Female,Master's Degree ,Product Manager,7.0,120000.0
3537,34.0,Male,Bachelor's Degree ,Junior Web Developer,3.0,50000.0
244,34.0,Female,Bachelor's Degree ,Junior Marketing Analyst,6.0,70000.0
40,34.0,Female,Master's Degree ,UX Designer,5.0,80000.0
129,34.0,Male,Master's Degree ,Senior Software Developer,8.0,105000.0
145,34.0,Male,Bachelor's Degree ,Senior Business Analyst,8.0,90000.0
6583,34.0,Female,High School,Sales Executive,5.0,70000.0
68,34.0,Male,Master's Degree ,Business Development Manager,8.0,90000.0
85,34.0,Female,Master's Degree ,Financial Advisor,10.0,95000.0
6285,34.0,Female,Bachelor's Degree ,Financial Manager,5.0,70000.0
277,34.0,Female,Bachelor's Degree ,Junior Financial Analyst,5.0,70000.0
4139,34.0,Male,Bachelor's Degree ,Software Engineer,6.0,85000.0
3770,34.0,Male,Bachelor's Degree ,Operations Manager,8.0,90000.0
20,34.0,Female,Master's Degree ,Business Analyst,5.0,80000.0
187,34.0,Male,Bachelor's Degree ,Senior Quality Assurance Analyst,9.0,100000.0
193,34.0,Male,Bachelor's Degree ,Senior Product Manager,7.0,95000.0
169,34.0,Male,Master's Degree ,Senior Software Engineer,9.0,105000.0
3240,35.0,Female,Master's Degree ,Data Analyst,9.0,120000.0
2639,35.0,Female,Master's Degree ,Senior Software Engineer,10.0,130355.0
3844,35.0,Female,Master's Degree ,Marketing Coordinator,8.0,85000.0
6567,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
4480,35.0,Female,Master's Degree ,Human Resources Manager,8.0,92000.0
4070,35.0,Female,Master's Degree ,Marketing Manager,10.0,110000.0
4743,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
1166,35.0,Female,Bachelor's Degree ,Product Manager,12.0,190000.0
6296,35.0,Male,PhD,Marketing Manager,7.0,90000.0
233,35.0,Male,Bachelor's Degree ,Senior Operations Analyst,8.0,85000.0
3099,35.0,Female,Master's Degree ,Senior Software Engineer,11.0,134979.0
6483,35.0,Female,PhD,Marketing Manager,8.0,80000.0
101,35.0,Male,Master's Degree ,Product Marketing Manager,8.0,95000.0
2386,35.0,Male,Master's Degree ,Senior Project Engineer,8.0,101332.0
2995,35.0,Male,Master's Degree ,Full Stack Engineer,9.0,132638.0
199,35.0,Male,Master's Degree ,Senior Software Developer,9.0,110000.0
2907,35.0,Male,Master's Degree ,Full Stack Engineer,9.0,131547.0
4622,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0
6469,35.0,Female,Bachelor's Degree ,Sales Executive,7.0,90000.0
3645,35.0,Male,Bachelor's Degree ,Operations Manager,8.0,90000.0
2659,35.0,Female,Master's Degree ,Software Engineer,9.0,140000.0
284,35.0,Male,Bachelor's Degree ,Senior Financial Manager,9.0,100000.0
3036,35.0,Female,Master's Degree ,Full Stack Engineer,11.0,151078.0
1207,35.0,Male,Master's Degree ,Senior Software Engineer,8.0,155000.0
2399,35.0,Female,Master's Degree ,Full Stack Engineer,10.0,152039.0
2388,35.0,Female,Bachelor's Degree ,Senior Project Engineer,12.0,166375.0
2409,35.0,Female,Bachelor's Degree ,Back end Developer,10.0,114776.0
2135,35.0,Female,Master's Degree ,Full Stack Engineer,8.0,140000.0
3064,35.0,Male,Bachelor's Degree ,Front end Developer,10.0,128999.0
119,35.0,Male,Master's Degree ,Senior Product Manager,10.0,120000.0
175,35.0,Male,Bachelor's Degree ,Senior Operations Analyst,7.0,85000.0
6269,35.0,Female,Bachelor's Degree ,Junior Sales Representative,2.0,35000.0
6339,35.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0
6021,35.0,Female,PhD,Research Director,12.0,175000.0
4583,35.0,Female,Master's Degree ,Senior HR Generalist,8.0,80000.0
2542,35.0,Male,Master's Degree ,Full Stack Engineer,9.0,130275.0
2552,35.0,Female,Master's Degree ,Full Stack Engineer,10.0,151901.0
163,35.0,Male,Bachelor's Degree ,Senior Marketing Coordinator,7.0,80000.0
254,35.0,Female,Bachelor's Degree ,Senior Marketing Analyst,8.0,85000.0
5005,35.0,Female,PhD,Director of Marketing,12.0,170000.0
2605,35.0,Male,Bachelor's Degree ,Back end Developer,10.0,123386.0
5888,35.0,Male,PhD,Research Scientist,11.0,150000.0
956,35.0,Female,Bachelor's Degree ,Product Manager,8.0,170000.0
257,35.0,Male,Bachelor's Degree ,Senior Project Coordinator,9.0,95000.0
6318,35.0,Male,PhD,Marketing Manager,8.0,80000.0
2580,35.0,Male,Bachelor's Degree ,Front end Developer,10.0,128712.0
947,35.0,Female,Bachelor's Degree ,Product Manager,8.0,165000.0
2649,35.0,Male,Bachelor's Degree ,Front end Developer,9.0,125091.0
1724,35.0,Male,Bachelor's Degree ,Back end Developer,8.0,140000.0
1727,35.0,Male,Bachelor's Degree ,Full Stack Engineer,8.0,145000.0
4317,35.0,Female,Bachelor's Degree ,Human Resources Manager,8.0,92000.0
5329,35.0,Female,PhD,Research Director,11.0,160000.0
3541,35.0,Male,Bachelor's Degree ,Web Developer,6.0,80000.0
6137,35.0,Female,Master's Degree ,Data Scientist,10.0,145000.0
1780,35.0,Female,Bachelor's Degree ,Full Stack Engineer,8.0,145000.0
5240,35.0,Male,Bachelor's Degree ,Project Manager,10.0,130000.0
5760,35.0,Female,PhD,Research Scientist,11.0,150000.0
36,35.0,Female,Bachelor's Degree ,HR Generalist,7.0,60000.0
340,35.0,Female,Bachelor's Degree ,Senior Financial Manager,8.0,90000.0
12,35.0,Male,Bachelor's Degree ,Financial Analyst,6.0,65000.0
5486,35.0,Female,Master's Degree ,Marketing Director,11.0,160000.0
1224,35.0,Male,Master's Degree ,Senior Software Engineer,7.0,140000.0
4391,35.0,Male,PhD,Data Scientist,9.0,112000.0
59,35.0,Male,Master's Degree ,Product Manager,7.0,105000.0
293,35.0,Male,Bachelor's Degree ,Senior Business Development Manager,7.0,90000.0
1899,35.0,Male,Master's Degree ,Back end Developer,8.0,140000.0
3379,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
4814,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
3075,36.0,Male,Master's Degree ,Full Stack Engineer,13.0,147326.0
80,36.0,Male,Bachelor's Degree ,Technical Recruiter,8.0,70000.0
55,36.0,Male,Bachelor's Degree ,Sales Manager,9.0,95000.0
6663,36.0,Female,PhD,Marketing Manager,9.0,95000.0
1930,36.0,Male,Bachelor's Degree ,Software Engineer Manager,8.0,135000.0
1229,36.0,Female,Master's Degree ,Full Stack Engineer,8.0,140000.0
950,36.0,Male,Bachelor's Degree ,Data Analyst,9.0,162000.0
3391,36.0,Male,Bachelor's Degree ,Web Developer,10.0,100000.0
5639,36.0,Male,PhD,Research Scientist,13.0,180000.0
5653,36.0,Female,PhD,Research Scientist,12.0,170000.0
6476,36.0,Male,Bachelor's Degree ,Sales Representative,6.0,75000.0
1365,36.0,Male,Master's Degree ,Senior Software Engineer,7.0,140000.0
3614,36.0,Female,Master's Degree ,Web Developer,7.0,85000.0
151,36.0,Male,Master's Degree ,Senior Business Development Manager,11.0,120000.0
5084,36.0,Male,Bachelor's Degree ,Sales Manager,11.0,160000.0
5361,36.0,Female,Master's Degree ,Marketing Director,11.0,160000.0
3088,36.0,Female,Master's Degree ,Senior Software Engineer,14.0,141090.0
6574,36.0,Male,Bachelor's Degree ,Sales Director,6.0,75000.0
1649,36.0,Male,Bachelor's Degree ,Front end Developer,7.0,120000.0
6593,36.0,Female,Bachelor's Degree ,Sales Executive,8.0,80000.0
5574,36.0,Female,PhD,Research Scientist,12.0,160000.0
3895,36.0,Male,Bachelor's Degree ,Operations Manager,8.0,100000.0
1480,36.0,Male,Master's Degree ,Senior Software Engineer,8.0,140000.0
5501,36.0,Male,PhD,Research Scientist,13.0,160000.0
3043,36.0,Female,Master's Degree ,Senior Software Engineer,13.0,140010.0
3909,36.0,Female,Master's Degree ,Marketing Coordinator,9.0,100000.0
3,36.0,Female,Bachelor's Degree ,Sales Associate,7.0,60000.0
1409,36.0,Male,Master's Degree ,Full Stack Engineer,8.0,140000.0
23,36.0,Female,Bachelor's Degree ,Recruiter,9.0,60000.0
1423,36.0,Male,Master's Degree ,Full Stack Engineer,7.0,130000.0
4756,36.0,Male,Master's Degree ,Senior Data Scientist,9.0,125000.0
6677,36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
184,36.0,Female,Bachelor's Degree ,Senior Marketing Specialist,8.0,85000.0
3410,36.0,Male,Master's Degree ,Senior HR Generalist,7.0,89000.0
1806,36.0,Male,Master's Degree ,Back end Developer,9.0,150000.0
3734,36.0,Female,Master's Degree ,Marketing Coordinator,8.0,85000.0
5755,36.0,Male,Bachelor's Degree ,Financial Analyst,11.0,150000.0
5883,36.0,Female,Bachelor's Degree ,Financial Analyst,11.0,150000.0
107,36.0,Male,Bachelor's Degree ,IT Support Specialist,7.0,60000.0
3103,36.0,Female,Master's Degree ,Senior Project Engineer,11.0,134482.0
43,36.0,Female,Bachelor's Degree ,Administrative Assistant,8.0,45000.0
1778,36.0,Male,Master's Degree ,Back end Developer,8.0,140000.0
3127,36.0,Female,Master's Degree ,Senior Project Engineer,12.0,130356.0
3122,36.0,Male,Bachelor's Degree ,Senior Software Engineer,13.0,135378.0
138,36.0,Male,Bachelor's Degree ,Junior Data Analyst,7.0,60000.0
6490,36.0,Male,Bachelor's Degree ,Junior Sales Representative,3.0,45000.0
3143,36.0,Female,Master's Degree ,Data Scientist,8.0,130000.0
90,36.0,Male,PhD,Principal Scientist,11.0,120000.0
3150,36.0,Male,PhD,Director of Data Science,12.0,170000.0
3033,36.0,Male,Master's Degree ,Full Stack Engineer,11.0,138859.0
4225,36.0,Female,Master's Degree ,Marketing Manager,11.0,117000.0
3113,36.0,Female,Master's Degree ,Full Stack Engineer,13.0,144647.0
2535,36.0,Male,Bachelor's Degree ,Front end Developer,14.0,139095.0
6124,36.0,Female,PhD,Research Scientist,13.0,185000.0
2981,36.0,Male,Master's Degree ,Full Stack Engineer,13.0,146508.0
6015,36.0,Male,PhD,Research Scientist,11.0,155000.0
2521,36.0,Male,Bachelor's Degree ,Senior Project Engineer,14.0,119224.0
317,36.0,Male,Bachelor's Degree ,Senior Marketing Specialist,8.0,95000.0
6357,36.0,Male,Bachelor's Degree ,Sales Representative,5.0,70000.0
6141,36.0,Female,PhD,Research Director,12.0,175000.0
305,36.0,Male,Bachelor's Degree ,Senior Business Analyst,8.0,95000.0
2492,36.0,Male,Master's Degree ,Front end Developer,8.0,106492.0
325,36.0,Male,Bachelor's Degree ,Senior Operations Manager,9.0,100000.0
2781,36.0,Male,Bachelor's Degree ,Front end Developer,12.0,137878.0
2549,36.0,Male,Master's Degree ,Full Stack Engineer,11.0,137775.0
4045,36.0,Male,Bachelor's Degree ,Operations Manager,9.0,110000.0
2674,36.0,Male,Master's Degree ,Product Manager,10.0,160000.0
6274,36.0,Male,Bachelor's Degree ,Sales Manager,6.0,75000.0
6303,36.0,Female,Bachelor's Degree ,Junior Sales Representative,2.0,35000.0
278,36.0,Male,Bachelor's Degree ,Senior Product Manager,8.0,95000.0
2626,36.0,Male,Bachelor's Degree ,Full Stack Engineer,13.0,143885.0
6026,36.0,Male,PhD,Research Scientist,13.0,185000.0
245,36.0,Male,Bachelor's Degree ,Senior Operations Manager,8.0,95000.0
2559,36.0,Female,Master's Degree ,Senior Software Engineer,13.0,139413.0
4394,36.0,Female,Bachelor's Degree ,Operations Manager,7.0,91000.0
2591,36.0,Male,Master's Degree ,Full Stack Engineer,13.0,146351.0
334,36.0,Female,Bachelor's Degree ,Senior Marketing Manager,8.0,95000.0
204,36.0,Male,Bachelor's Degree ,Senior Accountant,7.0,90000.0
349,36.0,Male,Bachelor's Degree ,Senior Business Development Manager,8.0,110000.0
2715,37.0,Male,Bachelor's Degree ,Data Analyst,11.0,160000.0
3581,37.0,Male,PhD,Director of HR,11.0,115000.0
6614,37.0,Male,Bachelor's Degree ,Junior Sales Representative,6.0,75000.0
5906,37.0,Male,Master's Degree ,Marketing Director,14.0,190000.0
5567,37.0,Male,Master's Degree ,Marketing Director,14.0,180000.0
2143,37.0,Female,Bachelor's Degree ,Software Engineer Manager,11.0,170000.0
5194,37.0,Male,Bachelor's Degree ,Product Manager,12.0,150000.0
1896,37.0,Male,Bachelor's Degree ,Software Engineer Manager,10.0,150000.0
1248,37.0,Male,Master's Degree ,Senior Software Engineer,8.0,150000.0
2149,37.0,Male,Master's Degree ,Software Engineer Manager,10.0,150000.0
1287,37.0,Male,Master's Degree ,Senior Software Engineer,9.0,145000.0
1466,37.0,Male,Master's Degree ,Senior Software Engineer,9.0,150000.0
4245,37.0,Male,Bachelor's Degree ,Operations Manager,10.0,113000.0
3562,37.0,Male,PhD,Director of HR,12.0,120000.0
4364,37.0,Female,Master's Degree ,Marketing Manager,12.0,125000.0
6628,37.0,Male,Bachelor's Degree ,Sales Director,7.0,90000.0
5443,37.0,Male,Bachelor's Degree ,Product Manager,13.0,160000.0
126,37.0,Female,Master's Degree ,Senior HR Generalist,9.0,95000.0
3775,37.0,Female,Master's Degree ,Marketing Manager,10.0,110000.0
299,37.0,Male,Bachelor's Degree ,Senior Marketing Analyst,9.0,100000.0
111,37.0,Male,Bachelor's Degree ,Software Project Manager,9.0,95000.0
6600,37.0,Male,Bachelor's Degree ,Sales Representative,7.0,90000.0
2661,37.0,Female,Master's Degree ,Data Scientist,11.0,160000.0
2620,37.0,Female,Bachelor's Degree ,Senior Project Engineer,13.0,137336.0
1147,37.0,Male,PhD,Product Manager,14.0,195000.0
3640,37.0,Female,Master's Degree ,Marketing Manager,9.0,100000.0
2406,37.0,Other,Master's Degree ,Full Stack Engineer,14.0,161393.0
272,37.0,Male,Bachelor's Degree ,Senior Financial Analyst,8.0,90000.0
1213,37.0,Male,Master's Degree ,Senior Project Engineer,9.0,145000.0
75,37.0,Male,Bachelor's Degree ,Project Manager,10.0,95000.0
