,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group
723,25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0,20-29
724,29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0,20-29
725,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,50-59
726,41.0,Male,Master's Degree,Front end Developer,13.0,127346.0,40-49
727,49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0,40-49
728,25.0,Other,High School,Full Stack Engineer,2.0,69032.0,20-29
729,35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0,30-39
730,57.0,Female,PhD,Full Stack Engineer,30.0,121450.0,50-59
731,35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0,30-39
732,43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0,40-49
733,37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0,30-39
734,50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0,50-59
735,52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0,50-59
736,26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0,20-29
737,34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0,30-39
738,30.0,Male,High School,Senior Project Engineer,11.0,103947.0,30-39
739,60.0,Female,PhD,Software Engineer Manager,33.0,179180.0,60-62
740,50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0,50-59
741,58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0,50-59
742,35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0,30-39
743,28.0,Male,Master's Degree,Front end Developer,5.0,76742.0,20-29
744,57.0,Female,PhD,Software Engineer Manager,33.0,191790.0,50-59
745,46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0,40-49
746,28.0,Male,High School,Back end Developer,7.0,95845.0,20-29
747,34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0,30-39
748,33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0,30-39
749,37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0,30-39
750,33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0,30-39
751,53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,50-59
752,35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,30-39
753,30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,30-39
754,24.0,Female,High School,Senior Project Engineer,1.0,52731.0,20-29
755,36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,30-39
756,27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,20-29
757,23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,20-29
758,28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,20-29
759,52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,50-59
760,28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,20-29
761,32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,30-39
762,24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,20-29
763,43.0,Male,High School,Senior Software Engineer,22.0,165919.0,40-49
764,60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,60-62
765,24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,20-29
766,55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,50-59
767,29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,20-29
768,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,40-49
769,40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,40-49
770,27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,20-29
771,43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,40-49
772,49.0,Female,High School,Senior Project Engineer,25.0,154207.0,40-49
773,30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,30-39
774,42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,40-49
775,26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,20-29
776,41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,40-49
777,46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,40-49
778,57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,50-59
779,22.0,Female,High School,Back end Developer,0.0,51832.0,20-29
780,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,50-59
781,42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,40-49
782,49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,40-49
783,27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,20-29
784,36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,30-39
785,31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,30-39
786,39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,30-39
787,41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,40-49
788,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,40-49
789,39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,30-39
790,48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,40-49
791,31.0,Other,High School,Back end Developer,8.0,104127.0,30-39
792,47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,40-49
793,29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,20-29
794,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,30-39
795,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,30-39
796,34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,30-39
797,23.0,Other,High School,Front end Developer,2.0,62852.0,20-29
798,36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0,30-39
799,30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0,30-39
800,28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0,20-29
801,46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,40-49
802,34.0,Male,Bachelor's Degree,Back end Developer,10.0,126593.0,30-39
803,44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0,40-49
804,55.0,Female,PhD,Software Engineer Manager,30.0,183138.0,50-59
805,35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0,30-39
806,54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0,50-59
807,23.0,Female,High School,Back end Developer,2.0,62807.0,20-29
808,46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0,40-49
809,33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0,30-39
810,26.0,Male,Master's Degree,Front end Developer,4.0,75656.0,20-29
811,43.0,Female,PhD,Software Engineer Manager,19.0,155944.0,40-49
812,36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0,30-39
813,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0,20-29
814,49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0,40-49
815,35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0,30-39
816,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0,30-39
817,54.0,Other,High School,Senior Software Engineer,29.0,158254.0,50-59
818,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0,40-49
819,33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0,30-39
820,52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,50-59
821,28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0,20-29
822,36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0,30-39
823,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0,40-49
824,50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0,50-59
825,24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,20-29
826,52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0,50-59
827,46.0,Female,Bachelor's Degree,Back end Developer,19.0,150248.0,40-49
828,38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0,30-39
829,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0,20-29
830,33.0,Female,Master's Degree,Front end Developer,10.0,119419.0,30-39
831,47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,40-49
832,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0,40-49
833,28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0,20-29
834,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0,40-49
835,46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0,40-49
836,38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,30-39
837,54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0,50-59
838,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0,30-39
839,27.0,Male,High School,Back end Developer,4.0,79767.0,20-29
840,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0,50-59
841,26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0,20-29
842,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0,30-39
843,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0,30-39
844,44.0,Female,PhD,Software Engineer Manager,18.0,161621.0,40-49
845,32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0,30-39
846,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0,50-59
847,26.0,Female,Master's Degree,Front end Developer,3.0,72649.0,20-29
848,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,20-29
849,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0,40-49
850,38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0,30-39
851,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0,30-39
852,40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0,40-49
853,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0,40-49
854,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0,30-39
855,52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,50-59
856,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0,30-39
857,26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0,20-29
858,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0,30-39
859,24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0,20-29
860,45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0,40-49
861,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0,30-39
862,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136285.0,30-39
863,54.0,Female,PhD,Software Engineer Manager,31.0,191818.0,50-59
864,42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0,40-49
865,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0,20-29
866,30.0,Male,Master's Degree,Front end Developer,6.0,99363.0,30-39
867,43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0,40-49
868,35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0,30-39
869,44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0,40-49
870,55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0,50-59
871,23.0,Male,High School,Front end Developer,1.0,47898.0,20-29
872,39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0,30-39
873,43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0,40-49
874,29.0,Male,PhD,Software Engineer Manager,6.0,106662.0,20-29
875,51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0,50-59
876,30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0,30-39
877,26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0,20-29
878,39.0,Female,PhD,Software Engineer Manager,13.0,143814.0,30-39
879,49.0,Male,Master's Degree,Front end Developer,24.0,174726.0,40-49
880,42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0,40-49
881,27.0,Male,Bachelor's Degree,Back end Developer,4.0,68732.0,20-29
882,43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0,40-49
883,37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0,30-39
884,51.0,Male,PhD,Software Engineer Manager,26.0,191159.0,50-59
885,29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0,20-29
886,43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0,40-49
887,31.0,Male,Master's Degree,Back end Developer,8.0,111535.0,30-39
888,30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0,30-39
889,36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0,30-39
890,52.0,Female,PhD,Software Engineer Manager,27.0,180958.0,50-59
891,28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0,20-29
892,49.0,Male,Bachelor's Degree,Back end Developer,24.0,178284.0,40-49
893,27.0,Female,Master's Degree,Front end Developer,4.0,75969.0,20-29
894,41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0,40-49
895,56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,50-59
896,46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0,40-49
897,32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0,30-39
898,38.0,Male,PhD,Software Engineer Manager,12.0,141735.0,30-39
899,52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0,50-59
900,24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0,20-29
901,49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0,40-49
902,35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0,30-39
903,31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0,30-39
904,44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,40-49
905,33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,30-39
906,54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0,50-59
907,33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,30-39
908,27.0,Male,High School,Back end Developer,3.0,68611.0,20-29
909,51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,50-59
910,26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0,20-29
911,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0,30-39
912,35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0,30-39
913,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,40-49
914,32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,30-39
915,54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0,50-59
916,26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,20-29
917,23.0,Male,PhD,Software Engineer Manager,1.0,579.0,20-29
918,26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0,20-29
919,33.0,Male,Master's Degree,Data Analyst,8.0,120000.0,30-39
920,29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,20-29
921,41.0,Male,PhD,Data Scientist,15.0,190000.0,40-49
922,35.0,Female,Master's Degree,Software Engineer,9.0,140000.0,30-39
923,28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0,20-29
924,37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,30-39
925,33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0,30-39
926,24.0,Female,Master's Degree,Software Engineer,2.0,60000.0,20-29
927,46.0,Male,PhD,Director of Data Science,20.0,220000.0,40-49
928,29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0,20-29
929,31.0,Male,Master's Degree,Data Scientist,7.0,130000.0,30-39
930,27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0,20-29
931,38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,30-39
932,30.0,Female,Master's Degree,Product Manager,6.0,110000.0,30-39
933,25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0,20-29
934,44.0,Male,PhD,Director of Data Science,18.0,210000.0,40-49
935,33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,30-39
936,22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0,20-29
937,36.0,Male,Master's Degree,Product Manager,10.0,160000.0,30-39
938,28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0,20-29
939,41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,40-49
940,34.0,Female,Master's Degree,Data Scientist,9.0,140000.0,30-39
941,23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0,20-29
942,32.0,Female,Master's Degree,Product Manager,7.0,120000.0,30-39
943,25.0,Male,Master's Degree,Software Engineer,2.0,60000.0,20-29
944,37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0,30-39
945,28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,20-29
946,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0,20-29
947,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0,40-49
948,36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,30-39
949,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0,30-39
950,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,20-29
951,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,40-49
952,34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0,30-39
953,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0,40-49
954,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,50-59
955,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,30-39
956,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,50-59
957,23.0,Female,High School,Back end Developer,1.0,52807.0,20-29
958,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0,40-49
959,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0,30-39
960,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,20-29
961,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,40-49
962,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,30-39
963,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0,20-29
964,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0,40-49
965,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0,30-39
966,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,30-39
967,54.0,Other,High School,Senior Software Engineer,29.0,158966.0,50-59
968,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,40-49
969,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0,30-39
970,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,50-59
971,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,20-29
972,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,30-39
973,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,40-49
974,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,50-59
975,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,20-29
976,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,50-59
977,46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0,40-49
978,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,30-39
979,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,20-29
980,33.0,Female,Master's Degree,Front end Developer,9.0,119918.0,30-39
981,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,40-49
982,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,40-49
983,28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,20-29
984,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,40-49
985,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0,40-49
986,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,30-39
987,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0,50-59
988,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0,30-39
989,27.0,Male,High School,Back end Developer,4.0,80247.0,20-29
990,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0,50-59
991,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,20-29
992,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,30-39
993,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,30-39
994,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,40-49
995,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,30-39
996,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0,50-59
997,26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,20-29
998,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0,40-49
999,38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0,30-39
1000,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,30-39
1001,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,40-49
1002,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0,40-49
1003,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,30-39
1004,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,50-59
1005,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,30-39
1006,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0,20-29
1007,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,30-39
1008,24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,20-29
1009,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0,40-49
1010,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0,30-39
1011,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,30-39
1012,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,50-59
1013,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,40-49
1014,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,20-29
1015,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,30-39
1016,46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,40-49
1017,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,30-39
1018,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,40-49
1019,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,30-39
1020,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,50-59
1021,26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,20-29
1022,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,20-29
1023,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,40-49
1024,38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,30-39
1025,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,30-39
1026,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,40-49
1027,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,40-49
1028,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,30-39
1029,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,50-59
1030,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,30-39
1031,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,20-29
1032,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,30-39
1033,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,20-29
1034,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,40-49
1035,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,30-39
1036,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,30-39
1037,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,50-59
1038,26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0,20-29
1039,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0,20-29
1040,48.0,Male,PhD,Software Engineer Manager,23.0,188288.0,40-49
1041,36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0,30-39
1042,43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0,40-49
1043,33.0,Female,Master's Degree,Back end Developer,9.0,124141.0,30-39
1044,26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0,20-29
1045,50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0,50-59
1046,41.0,Male,PhD,Software Engineer Manager,15.0,148727.0,40-49
1047,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0,20-29
1048,38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0,30-39
1049,48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0,40-49
1050,31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0,30-39
1051,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,40-49
1052,35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0,30-39
1053,42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0,40-49
1054,27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0,20-29
1055,33.0,Male,Bachelor's Degree,Front end Developer,9.0,117904.0,30-39
1056,36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0,30-39
1057,54.0,Male,PhD,Software Engineer Manager,30.0,184660.0,50-59
1058,30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0,30-39
1059,26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0,20-29
1060,45.0,Female,PhD,Senior Project Engineer,21.0,181285.0,40-49
1061,38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0,30-39
1062,31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0,30-39
1063,42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0,40-49
1064,28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0,20-29
1065,48.0,Male,PhD,Software Engineer Manager,24.0,192211.0,40-49
1066,36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0,30-39
1067,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0,40-49
1068,33.0,Female,Master's Degree,Front end Developer,9.0,121120.0,30-39
1069,26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0,20-29
1070,50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0,50-59
1071,27.0,Male,Master's Degree,Back end Developer,5.0,87584.0,20-29
1072,38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0,30-39
1073,54.0,Male,PhD,Software Engineer Manager,28.0,182013.0,50-59
1074,31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0,30-39
1075,36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0,30-39
1076,45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0,40-49
1077,42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0,40-49
1078,28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0,20-29
1079,48.0,Male,PhD,Senior Software Engineer,26.0,194638.0,40-49
1080,36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0,30-39
1081,43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0,40-49
1082,33.0,Female,Master's Degree,Front end Developer,9.0,121432.0,30-39
1083,26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0,20-29
